Commodity,Year,Attribute,Value
"Red meat, poultry, and fish (boneless weight): Per capita availability",1988,Red meat-Total-Pounds,119.5429415
"Red meat, poultry, and fish (boneless weight): Per capita availability",1989,Red meat-Total-Pounds,115.5589833
"Red meat, poultry, and fish (boneless weight): Per capita availability",1990,Red meat-Total-Pounds,112.2061306
"Red meat, poultry, and fish (boneless weight): Per capita availability",1991,Red meat-Total-Pounds,111.507938
"Red meat, poultry, and fish (boneless weight): Per capita availability",1992,Red meat-Total-Pounds,113.3825407
"Red meat, poultry, and fish (boneless weight): Per capita availability",1993,Red meat-Total-Pounds,111.2090969
"Red meat, poultry, and fish (boneless weight): Per capita availability",1994,Red meat-Total-Pounds,113.5151018
"Red meat, poultry, and fish (boneless weight): Per capita availability",1995,Red meat-Total-Pounds,113.5735957
"Red meat, poultry, and fish (boneless weight): Per capita availability",1996,Red meat-Total-Pounds,111.0050383
"Red meat, poultry, and fish (boneless weight): Per capita availability",1997,Red meat-Total-Pounds,108.9971712
"Red meat, poultry, and fish (boneless weight): Per capita availability",1998,Red meat-Total-Pounds,113.3338732
"Red meat, poultry, and fish (boneless weight): Per capita availability",1999,Red meat-Total-Pounds,115.0188195
"Red meat, poultry, and fish (boneless weight): Per capita availability",2000,Red meat-Total-Pounds,113.6763625
"Red meat, poultry, and fish (boneless weight): Per capita availability",2001,Red meat-Total-Pounds,111.4630357
"Red meat, poultry, and fish (boneless weight): Per capita availability",2002,Red meat-Total-Pounds,114.0534731
"Red meat, poultry, and fish (boneless weight): Per capita availability",2003,Red meat-Total-Pounds,111.7378803
"Red meat, poultry, and fish (boneless weight): Per capita availability",2004,Red meat-Total-Pounds,112.2002568
"Red meat, poultry, and fish (boneless weight): Per capita availability",2005,Red meat-Total-Pounds,110.1572177
"Red meat, poultry, and fish (boneless weight): Per capita availability",2006,Red meat-Total-Pounds,109.9027899
"Red meat, poultry, and fish (boneless weight): Per capita availability",2007,Red meat-Total-Pounds,110.4995309
"Red meat, poultry, and fish (boneless weight): Per capita availability",2008,Red meat-Total-Pounds,106.4047478
"Red meat, poultry, and fish (boneless weight): Per capita availability",2009,Red meat-Total-Pounds,105.6826424
"Red meat, poultry, and fish (boneless weight): Per capita availability",2010,Red meat-Total-Pounds,102.026497
"Red meat, poultry, and fish (boneless weight): Per capita availability",2011,Red meat-Total-Pounds,97.70196697
"Red meat, poultry, and fish (boneless weight): Per capita availability",2012,Red meat-Total-Pounds,98.01284313
"Red meat, poultry, and fish (boneless weight): Per capita availability",2013,Red meat-Total-Pounds,98.011702
"Red meat, poultry, and fish (boneless weight): Per capita availability",2014,Red meat-Total-Pounds,95.06696212
"Red meat, poultry, and fish (boneless weight): Per capita availability",2015,Red meat-Total-Pounds,98.6474073
"Red meat, poultry, and fish (boneless weight): Per capita availability",2016,Red meat-Total-Pounds,100.4970303
"Red meat, poultry, and fish (boneless weight): Per capita availability",2017,Red meat-Total-Pounds,101.9898927
"Red meat, poultry, and fish (boneless weight): Per capita availability",2018,Red meat-Total-Pounds,103.0384121
"Red meat, poultry, and fish (boneless weight): Per capita availability",2019,Red meat-Total-Pounds,105.172029
"Red meat, poultry, and fish (boneless weight): Per capita availability",2020,Red meat-Total-Pounds,105.106319
"Red meat, poultry, and fish (boneless weight): Per capita availability",2021,Red meat-Total-Pounds,104.8062158
"Red meat, poultry, and fish (boneless weight): Per capita availability",1909,Poultry-Chicken-Pounds,10.43120787
"Red meat, poultry, and fish (boneless weight): Per capita availability",1910,Poultry-Chicken-Pounds,10.97722034
"Red meat, poultry, and fish (boneless weight): Per capita availability",1911,Poultry-Chicken-Pounds,11.09114348
"Red meat, poultry, and fish (boneless weight): Per capita availability",1912,Poultry-Chicken-Pounds,10.58985682
"Red meat, poultry, and fish (boneless weight): Per capita availability",1913,Poultry-Chicken-Pounds,10.32771407
"Red meat, poultry, and fish (boneless weight): Per capita availability",1914,Poultry-Chicken-Pounds,10.26921331
"Red meat, poultry, and fish (boneless weight): Per capita availability",1915,Poultry-Chicken-Pounds,10.22469318
"Red meat, poultry, and fish (boneless weight): Per capita availability",1916,Poultry-Chicken-Pounds,9.619913496
"Red meat, poultry, and fish (boneless weight): Per capita availability",1917,Poultry-Chicken-Pounds,9.365695167
"Red meat, poultry, and fish (boneless weight): Per capita availability",1918,Poultry-Chicken-Pounds,9.394777618
"Red meat, poultry, and fish (boneless weight): Per capita availability",1919,Poultry-Chicken-Pounds,10.14317124
"Red meat, poultry, and fish (boneless weight): Per capita availability",1920,Poultry-Chicken-Pounds,9.740130189
"Red meat, poultry, and fish (boneless weight): Per capita availability",1921,Poultry-Chicken-Pounds,9.465514382
"Red meat, poultry, and fish (boneless weight): Per capita availability",1922,Poultry-Chicken-Pounds,10.06275386
"Red meat, poultry, and fish (boneless weight): Per capita availability",1923,Poultry-Chicken-Pounds,10.35650799
"Red meat, poultry, and fish (boneless weight): Per capita availability",1924,Poultry-Chicken-Pounds,9.698726656
"Red meat, poultry, and fish (boneless weight): Per capita availability",1925,Poultry-Chicken-Pounds,10.14523133
"Red meat, poultry, and fish (boneless weight): Per capita availability",1926,Poultry-Chicken-Pounds,10.06216513
"Red meat, poultry, and fish (boneless weight): Per capita availability",1927,Poultry-Chicken-Pounds,10.80861931
"Red meat, poultry, and fish (boneless weight): Per capita availability",1928,Poultry-Chicken-Pounds,10.36991428
"Red meat, poultry, and fish (boneless weight): Per capita availability",1929,Poultry-Chicken-Pounds,10.13358299
"Red meat, poultry, and fish (boneless weight): Per capita availability",1930,Poultry-Chicken-Pounds,11.14384518
"Red meat, poultry, and fish (boneless weight): Per capita availability",1931,Poultry-Chicken-Pounds,9.983229829
"Red meat, poultry, and fish (boneless weight): Per capita availability",1932,Poultry-Chicken-Pounds,10.20397122
"Red meat, poultry, and fish (boneless weight): Per capita availability",1933,Poultry-Chicken-Pounds,10.43768001
"Red meat, poultry, and fish (boneless weight): Per capita availability",1934,Poultry-Chicken-Pounds,9.582543385
"Red meat, poultry, and fish (boneless weight): Per capita availability",1935,Poultry-Chicken-Pounds,9.301738352
"Red meat, poultry, and fish (boneless weight): Per capita availability",1936,Poultry-Chicken-Pounds,9.610503897
"Red meat, poultry, and fish (boneless weight): Per capita availability",1937,Poultry-Chicken-Pounds,9.695582385
"Red meat, poultry, and fish (boneless weight): Per capita availability",1938,Poultry-Chicken-Pounds,8.967800014
"Red meat, poultry, and fish (boneless weight): Per capita availability",1939,Poultry-Chicken-Pounds,9.981133803
"Red meat, poultry, and fish (boneless weight): Per capita availability",1940,Poultry-Chicken-Pounds,9.965789195
"Red meat, poultry, and fish (boneless weight): Per capita availability",1941,Poultry-Chicken-Pounds,11.01356801
"Red meat, poultry, and fish (boneless weight): Per capita availability",1942,Poultry-Chicken-Pounds,12.74575115
"Red meat, poultry, and fish (boneless weight): Per capita availability",1943,Poultry-Chicken-Pounds,15.95711538
"Red meat, poultry, and fish (boneless weight): Per capita availability",1944,Poultry-Chicken-Pounds,15.29642984
"Red meat, poultry, and fish (boneless weight): Per capita availability",1945,Poultry-Chicken-Pounds,15.07040764
"Red meat, poultry, and fish (boneless weight): Per capita availability",1946,Poultry-Chicken-Pounds,13.90843701
"Red meat, poultry, and fish (boneless weight): Per capita availability",1947,Poultry-Chicken-Pounds,12.53852879
"Red meat, poultry, and fish (boneless weight): Per capita availability",1948,Poultry-Chicken-Pounds,12.59488103
"Red meat, poultry, and fish (boneless weight): Per capita availability",1949,Poultry-Chicken-Pounds,13.47478349
"Red meat, poultry, and fish (boneless weight): Per capita availability",1950,Poultry-Chicken-Pounds,14.25864297
"Red meat, poultry, and fish (boneless weight): Per capita availability",1951,Poultry-Chicken-Pounds,14.98897509
"Red meat, poultry, and fish (boneless weight): Per capita availability",1952,Poultry-Chicken-Pounds,15.20493903
"Red meat, poultry, and fish (boneless weight): Per capita availability",1953,Poultry-Chicken-Pounds,15.0590167
"Red meat, poultry, and fish (boneless weight): Per capita availability",1954,Poultry-Chicken-Pounds,15.64778836
"Red meat, poultry, and fish (boneless weight): Per capita availability",1955,Poultry-Chicken-Pounds,14.65463016
"Red meat, poultry, and fish (boneless weight): Per capita availability",1956,Poultry-Chicken-Pounds,16.75224853
"Red meat, poultry, and fish (boneless weight): Per capita availability",1957,Poultry-Chicken-Pounds,17.47599752
"Red meat, poultry, and fish (boneless weight): Per capita availability",1958,Poultry-Chicken-Pounds,19.24647269
"Red meat, poultry, and fish (boneless weight): Per capita availability",1959,Poultry-Chicken-Pounds,19.72738927
"Red meat, poultry, and fish (boneless weight): Per capita availability",1960,Poultry-Chicken-Pounds,19.14523083
"Red meat, poultry, and fish (boneless weight): Per capita availability",1961,Poultry-Chicken-Pounds,20.51728174
"Red meat, poultry, and fish (boneless weight): Per capita availability",1962,Poultry-Chicken-Pounds,20.53048709
"Red meat, poultry, and fish (boneless weight): Per capita availability",1963,Poultry-Chicken-Pounds,21.00339248
"Red meat, poultry, and fish (boneless weight): Per capita availability",1964,Poultry-Chicken-Pounds,21.2661695
"Red meat, poultry, and fish (boneless weight): Per capita availability",1965,Poultry-Chicken-Pounds,22.83954442
"Red meat, poultry, and fish (boneless weight): Per capita availability",1966,Poultry-Chicken-Pounds,24.47762612
"Red meat, poultry, and fish (boneless weight): Per capita availability",1967,Poultry-Chicken-Pounds,25.07527669
"Red meat, poultry, and fish (boneless weight): Per capita availability",1968,Poultry-Chicken-Pounds,25.21564478
"Red meat, poultry, and fish (boneless weight): Per capita availability",1969,Poultry-Chicken-Pounds,26.30276123
"Red meat, poultry, and fish (boneless weight): Per capita availability",1970,Poultry-Chicken-Pounds,27.40537407
"Red meat, poultry, and fish (boneless weight): Per capita availability",1971,Poultry-Chicken-Pounds,27.35803545
"Red meat, poultry, and fish (boneless weight): Per capita availability",1972,Poultry-Chicken-Pounds,28.32753426
"Red meat, poultry, and fish (boneless weight): Per capita availability",1973,Poultry-Chicken-Pounds,27.06735664
"Red meat, poultry, and fish (boneless weight): Per capita availability",1974,Poultry-Chicken-Pounds,26.98413884
"Red meat, poultry, and fish (boneless weight): Per capita availability",1975,Poultry-Chicken-Pounds,26.40398228
"Red meat, poultry, and fish (boneless weight): Per capita availability",1976,Poultry-Chicken-Pounds,28.4940567
"Red meat, poultry, and fish (boneless weight): Per capita availability",1977,Poultry-Chicken-Pounds,29.00030997
"Red meat, poultry, and fish (boneless weight): Per capita availability",1978,Poultry-Chicken-Pounds,30.38302647
"Red meat, poultry, and fish (boneless weight): Per capita availability",1979,Poultry-Chicken-Pounds,32.834074
"Red meat, poultry, and fish (boneless weight): Per capita availability",1980,Poultry-Chicken-Pounds,32.68699087
"Red meat, poultry, and fish (boneless weight): Per capita availability",1981,Poultry-Chicken-Pounds,33.71307934
"Red meat, poultry, and fish (boneless weight): Per capita availability",1982,Poultry-Chicken-Pounds,33.88157045
"Red meat, poultry, and fish (boneless weight): Per capita availability",1983,Poultry-Chicken-Pounds,34.03908622
"Red meat, poultry, and fish (boneless weight): Per capita availability",1984,Poultry-Chicken-Pounds,35.25737187
"Red meat, poultry, and fish (boneless weight): Per capita availability",1985,Poultry-Chicken-Pounds,36.38398466
"Red meat, poultry, and fish (boneless weight): Per capita availability",1986,Poultry-Chicken-Pounds,37.19377333
"Red meat, poultry, and fish (boneless weight): Per capita availability",1987,Poultry-Chicken-Pounds,39.39079699
"Red meat, poultry, and fish (boneless weight): Per capita availability",1988,Poultry-Chicken-Pounds,39.55902826
"Red meat, poultry, and fish (boneless weight): Per capita availability",1989,Poultry-Chicken-Pounds,40.46719448
"Red meat, poultry, and fish (boneless weight): Per capita availability",1990,Poultry-Chicken-Pounds,42.42256427
"Red meat, poultry, and fish (boneless weight): Per capita availability",1991,Poultry-Chicken-Pounds,44.11247654
"Red meat, poultry, and fish (boneless weight): Per capita availability",1992,Poultry-Chicken-Pounds,46.4592327
"Red meat, poultry, and fish (boneless weight): Per capita availability",1993,Poultry-Chicken-Pounds,48.14204504
"Red meat, poultry, and fish (boneless weight): Per capita availability",1994,Poultry-Chicken-Pounds,48.74878774
"Red meat, poultry, and fish (boneless weight): Per capita availability",1995,Poultry-Chicken-Pounds,48.19906018
"Red meat, poultry, and fish (boneless weight): Per capita availability",1996,Poultry-Chicken-Pounds,48.63237435
"Red meat, poultry, and fish (boneless weight): Per capita availability",1997,Poultry-Chicken-Pounds,50.02984735
"Red meat, poultry, and fish (boneless weight): Per capita availability",1998,Poultry-Chicken-Pounds,50.43070924
"Red meat, poultry, and fish (boneless weight): Per capita availability",1999,Poultry-Chicken-Pounds,53.57457785
"Red meat, poultry, and fish (boneless weight): Per capita availability",2000,Poultry-Chicken-Pounds,54.2424348
"Red meat, poultry, and fish (boneless weight): Per capita availability",2001,Poultry-Chicken-Pounds,54.01288358
"Red meat, poultry, and fish (boneless weight): Per capita availability",2002,Poultry-Chicken-Pounds,56.81839897
"Red meat, poultry, and fish (boneless weight): Per capita availability",2003,Poultry-Chicken-Pounds,57.59383361
"Red meat, poultry, and fish (boneless weight): Per capita availability",2004,Poultry-Chicken-Pounds,59.32838568
"Red meat, poultry, and fish (boneless weight): Per capita availability",2005,Poultry-Chicken-Pounds,60.54270406
"Red meat, poultry, and fish (boneless weight): Per capita availability",2006,Poultry-Chicken-Pounds,60.90321013
"Red meat, poultry, and fish (boneless weight): Per capita availability",2007,Poultry-Chicken-Pounds,59.90752315
"Red meat, poultry, and fish (boneless weight): Per capita availability",2008,Poultry-Chicken-Pounds,58.74509265
"Red meat, poultry, and fish (boneless weight): Per capita availability",2009,Poultry-Chicken-Pounds,56.07433975
"Red meat, poultry, and fish (boneless weight): Per capita availability",2010,Poultry-Chicken-Pounds,58.02490831
"Red meat, poultry, and fish (boneless weight): Per capita availability",2011,Poultry-Chicken-Pounds,58.38310649
"Red meat, poultry, and fish (boneless weight): Per capita availability",2012,Poultry-Chicken-Pounds,56.66670745
"Red meat, poultry, and fish (boneless weight): Per capita availability",2013,Poultry-Chicken-Pounds,57.70365903
"Red meat, poultry, and fish (boneless weight): Per capita availability",2014,Poultry-Chicken-Pounds,58.7987445
"Red meat, poultry, and fish (boneless weight): Per capita availability",2015,Poultry-Chicken-Pounds,62.61549808
"Red meat, poultry, and fish (boneless weight): Per capita availability",2016,Poultry-Chicken-Pounds,63.18015414
"Red meat, poultry, and fish (boneless weight): Per capita availability",2017,Poultry-Chicken-Pounds,64.07578357
"Red meat, poultry, and fish (boneless weight): Per capita availability",2018,Poultry-Chicken-Pounds,65.18738179
"Red meat, poultry, and fish (boneless weight): Per capita availability",2019,Poultry-Chicken-Pounds,67.01947387
"Red meat, poultry, and fish (boneless weight): Per capita availability",2020,Poultry-Chicken-Pounds,67.86752919
"Red meat, poultry, and fish (boneless weight): Per capita availability",2021,Poultry-Chicken-Pounds,68.0989424
"Red meat, poultry, and fish (boneless weight): Per capita availability",1909,Poultry-Turkey-Pounds,0.79
"Red meat, poultry, and fish (boneless weight): Per capita availability",1910,Poultry-Turkey-Pounds,0.79
"Red meat, poultry, and fish (boneless weight): Per capita availability",1911,Poultry-Turkey-Pounds,0.869
"Red meat, poultry, and fish (boneless weight): Per capita availability",1912,Poultry-Turkey-Pounds,0.869
"Red meat, poultry, and fish (boneless weight): Per capita availability",1913,Poultry-Turkey-Pounds,0.869
"Red meat, poultry, and fish (boneless weight): Per capita availability",1914,Poultry-Turkey-Pounds,0.869
"Red meat, poultry, and fish (boneless weight): Per capita availability",1915,Poultry-Turkey-Pounds,0.948
"Red meat, poultry, and fish (boneless weight): Per capita availability",1916,Poultry-Turkey-Pounds,0.948
"Red meat, poultry, and fish (boneless weight): Per capita availability",1917,Poultry-Turkey-Pounds,0.948
"Red meat, poultry, and fish (boneless weight): Per capita availability",1918,Poultry-Turkey-Pounds,0.948
"Red meat, poultry, and fish (boneless weight): Per capita availability",1919,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1920,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1921,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1922,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1923,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1924,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1925,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1926,Poultry-Turkey-Pounds,1.027
"Red meat, poultry, and fish (boneless weight): Per capita availability",1927,Poultry-Turkey-Pounds,1.106
"Red meat, poultry, and fish (boneless weight): Per capita availability",1928,Poultry-Turkey-Pounds,1.106
"Red meat, poultry, and fish (boneless weight): Per capita availability",1929,Poultry-Turkey-Pounds,1.141852883
"Red meat, poultry, and fish (boneless weight): Per capita availability",1930,Poultry-Turkey-Pounds,1.179985063
"Red meat, poultry, and fish (boneless weight): Per capita availability",1931,Poultry-Turkey-Pounds,1.119944583
"Red meat, poultry, and fish (boneless weight): Per capita availability",1932,Poultry-Turkey-Pounds,1.353032037
"Red meat, poultry, and fish (boneless weight): Per capita availability",1933,Poultry-Turkey-Pounds,1.521043838
"Red meat, poultry, and fish (boneless weight): Per capita availability",1934,Poultry-Turkey-Pounds,1.442779776
"Red meat, poultry, and fish (boneless weight): Per capita availability",1935,Poultry-Turkey-Pounds,1.377019833
"Red meat, poultry, and fish (boneless weight): Per capita availability",1936,Poultry-Turkey-Pounds,1.731847934
"Red meat, poultry, and fish (boneless weight): Per capita availability",1937,Poultry-Turkey-Pounds,1.801009608
"Red meat, poultry, and fish (boneless weight): Per capita availability",1938,Poultry-Turkey-Pounds,1.79919827
"Red meat, poultry, and fish (boneless weight): Per capita availability",1939,Poultry-Turkey-Pounds,1.923329365
"Red meat, poultry, and fish (boneless weight): Per capita availability",1940,Poultry-Turkey-Pounds,2.29008038
"Red meat, poultry, and fish (boneless weight): Per capita availability",1941,Poultry-Turkey-Pounds,2.321404477
"Red meat, poultry, and fish (boneless weight): Per capita availability",1942,Poultry-Turkey-Pounds,2.436897523
"Red meat, poultry, and fish (boneless weight): Per capita availability",1943,Poultry-Turkey-Pounds,2.270529988
"Red meat, poultry, and fish (boneless weight): Per capita availability",1944,Poultry-Turkey-Pounds,2.443116542
"Red meat, poultry, and fish (boneless weight): Per capita availability",1945,Poultry-Turkey-Pounds,2.732548168
"Red meat, poultry, and fish (boneless weight): Per capita availability",1946,Poultry-Turkey-Pounds,3.011620423
"Red meat, poultry, and fish (boneless weight): Per capita availability",1947,Poultry-Turkey-Pounds,2.916059559
"Red meat, poultry, and fish (boneless weight): Per capita availability",1948,Poultry-Turkey-Pounds,2.472942284
"Red meat, poultry, and fish (boneless weight): Per capita availability",1949,Poultry-Turkey-Pounds,2.626484704
"Red meat, poultry, and fish (boneless weight): Per capita availability",1950,Poultry-Turkey-Pounds,3.291579863
"Red meat, poultry, and fish (boneless weight): Per capita availability",1951,Poultry-Turkey-Pounds,3.614951357
"Red meat, poultry, and fish (boneless weight): Per capita availability",1952,Poultry-Turkey-Pounds,3.800158008
"Red meat, poultry, and fish (boneless weight): Per capita availability",1953,Poultry-Turkey-Pounds,3.876602012
"Red meat, poultry, and fish (boneless weight): Per capita availability",1954,Poultry-Turkey-Pounds,4.237242212
"Red meat, poultry, and fish (boneless weight): Per capita availability",1955,Poultry-Turkey-Pounds,4.034245954
"Red meat, poultry, and fish (boneless weight): Per capita availability",1956,Poultry-Turkey-Pounds,4.179620856
"Red meat, poultry, and fish (boneless weight): Per capita availability",1957,Poultry-Turkey-Pounds,4.700129617
"Red meat, poultry, and fish (boneless weight): Per capita availability",1958,Poultry-Turkey-Pounds,4.749771737
"Red meat, poultry, and fish (boneless weight): Per capita availability",1959,Poultry-Turkey-Pounds,5.014654973
"Red meat, poultry, and fish (boneless weight): Per capita availability",1960,Poultry-Turkey-Pounds,4.9016721
"Red meat, poultry, and fish (boneless weight): Per capita availability",1961,Poultry-Turkey-Pounds,5.913463371
"Red meat, poultry, and fish (boneless weight): Per capita availability",1962,Poultry-Turkey-Pounds,5.611457183
"Red meat, poultry, and fish (boneless weight): Per capita availability",1963,Poultry-Turkey-Pounds,5.468659177
"Red meat, poultry, and fish (boneless weight): Per capita availability",1964,Poultry-Turkey-Pounds,5.870789884
"Red meat, poultry, and fish (boneless weight): Per capita availability",1965,Poultry-Turkey-Pounds,5.976747657
"Red meat, poultry, and fish (boneless weight): Per capita availability",1966,Poultry-Turkey-Pounds,6.26984127
"Red meat, poultry, and fish (boneless weight): Per capita availability",1967,Poultry-Turkey-Pounds,6.842012561
"Red meat, poultry, and fish (boneless weight): Per capita availability",1968,Poultry-Turkey-Pounds,6.376490987
"Red meat, poultry, and fish (boneless weight): Per capita availability",1969,Poultry-Turkey-Pounds,6.587328607
"Red meat, poultry, and fish (boneless weight): Per capita availability",1970,Poultry-Turkey-Pounds,6.389851908
"Red meat, poultry, and fish (boneless weight): Per capita availability",1971,Poultry-Turkey-Pounds,6.623740366
"Red meat, poultry, and fish (boneless weight): Per capita availability",1972,Poultry-Turkey-Pounds,7.086442145
"Red meat, poultry, and fish (boneless weight): Per capita availability",1973,Poultry-Turkey-Pounds,6.640217877
"Red meat, poultry, and fish (boneless weight): Per capita availability",1974,Poultry-Turkey-Pounds,6.847950837
"Red meat, poultry, and fish (boneless weight): Per capita availability",1975,Poultry-Turkey-Pounds,6.52039231
"Red meat, poultry, and fish (boneless weight): Per capita availability",1976,Poultry-Turkey-Pounds,7.015798564
"Red meat, poultry, and fish (boneless weight): Per capita availability",1977,Poultry-Turkey-Pounds,6.905457812
"Red meat, poultry, and fish (boneless weight): Per capita availability",1978,Poultry-Turkey-Pounds,6.881012334
"Red meat, poultry, and fish (boneless weight): Per capita availability",1979,Poultry-Turkey-Pounds,7.293540601
"Red meat, poultry, and fish (boneless weight): Per capita availability",1980,Poultry-Turkey-Pounds,8.084818912
"Red meat, poultry, and fish (boneless weight): Per capita availability",1981,Poultry-Turkey-Pounds,8.340924337
"Red meat, poultry, and fish (boneless weight): Per capita availability",1982,Poultry-Turkey-Pounds,8.338983036
"Red meat, poultry, and fish (boneless weight): Per capita availability",1983,Poultry-Turkey-Pounds,8.692400611
"Red meat, poultry, and fish (boneless weight): Per capita availability",1984,Poultry-Turkey-Pounds,8.704082075
"Red meat, poultry, and fish (boneless weight): Per capita availability",1985,Poultry-Turkey-Pounds,9.138137974
"Red meat, poultry, and fish (boneless weight): Per capita availability",1986,Poultry-Turkey-Pounds,10.16536721
"Red meat, poultry, and fish (boneless weight): Per capita availability",1987,Poultry-Turkey-Pounds,11.63578273
"Red meat, poultry, and fish (boneless weight): Per capita availability",1988,Poultry-Turkey-Pounds,12.37898128
"Red meat, poultry, and fish (boneless weight): Per capita availability",1989,Poultry-Turkey-Pounds,13.07500113
"Red meat, poultry, and fish (boneless weight): Per capita availability",1990,Poultry-Turkey-Pounds,13.77330467
"Red meat, poultry, and fish (boneless weight): Per capita availability",1991,Poultry-Turkey-Pounds,14.03584856
"Red meat, poultry, and fish (boneless weight): Per capita availability",1992,Poultry-Turkey-Pounds,13.99956363
"Red meat, poultry, and fish (boneless weight): Per capita availability",1993,Poultry-Turkey-Pounds,13.85604219
"Red meat, poultry, and fish (boneless weight): Per capita availability",1994,Poultry-Turkey-Pounds,13.9045173
"Red meat, poultry, and fish (boneless weight): Per capita availability",1995,Poultry-Turkey-Pounds,13.89842638
"Red meat, poultry, and fish (boneless weight): Per capita availability",1996,Poultry-Turkey-Pounds,14.33764559
"Red meat, poultry, and fish (boneless weight): Per capita availability",1997,Poultry-Turkey-Pounds,13.61904062
"Red meat, poultry, and fish (boneless weight): Per capita availability",1998,Poultry-Turkey-Pounds,13.9214438
"Red meat, poultry, and fish (boneless weight): Per capita availability",1999,Poultry-Turkey-Pounds,13.82724027
"Red meat, poultry, and fish (boneless weight): Per capita availability",2000,Poultry-Turkey-Pounds,13.65867546
"Red meat, poultry, and fish (boneless weight): Per capita availability",2001,Poultry-Turkey-Pounds,13.81717935
"Red meat, poultry, and fish (boneless weight): Per capita availability",2002,Poultry-Turkey-Pounds,13.96509195
"Red meat, poultry, and fish (boneless weight): Per capita availability",2003,Poultry-Turkey-Pounds,13.75020581
"Red meat, poultry, and fish (boneless weight): Per capita availability",2004,Poultry-Turkey-Pounds,13.45095406
"Red meat, poultry, and fish (boneless weight): Per capita availability",2005,Poultry-Turkey-Pounds,13.16553007
"Red meat, poultry, and fish (boneless weight): Per capita availability",2006,Poultry-Turkey-Pounds,13.33317074
"Red meat, poultry, and fish (boneless weight): Per capita availability",2007,Poultry-Turkey-Pounds,13.79982138
"Red meat, poultry, and fish (boneless weight): Per capita availability",2008,Poultry-Turkey-Pounds,13.87425495
"Red meat, poultry, and fish (boneless weight): Per capita availability",2009,Poultry-Turkey-Pounds,13.33124063
"Red meat, poultry, and fish (boneless weight): Per capita availability",2010,Poultry-Turkey-Pounds,12.92281569
"Red meat, poultry, and fish (boneless weight): Per capita availability",2011,Poultry-Turkey-Pounds,12.64576412
"Red meat, poultry, and fish (boneless weight): Per capita availability",2012,Poultry-Turkey-Pounds,12.5980014
"Red meat, poultry, and fish (boneless weight): Per capita availability",2013,Poultry-Turkey-Pounds,12.60782758
"Red meat, poultry, and fish (boneless weight): Per capita availability",2014,Poultry-Turkey-Pounds,12.47526868
"Red meat, poultry, and fish (boneless weight): Per capita availability",2015,Poultry-Turkey-Pounds,12.59369984
"Red meat, poultry, and fish (boneless weight): Per capita availability",2016,Poultry-Turkey-Pounds,13.13205203
"Red meat, poultry, and fish (boneless weight): Per capita availability",2017,Poultry-Turkey-Pounds,12.97492041
"Red meat, poultry, and fish (boneless weight): Per capita availability",2018,Poultry-Turkey-Pounds,12.75788674
"Red meat, poultry, and fish (boneless weight): Per capita availability",2019,Poultry-Turkey-Pounds,12.62222486
"Red meat, poultry, and fish (boneless weight): Per capita availability",2020,Poultry-Turkey-Pounds,12.41477219
"Red meat, poultry, and fish (boneless weight): Per capita availability",2021,Poultry-Turkey-Pounds,12.06641269
"Red meat, poultry, and fish (boneless weight): Per capita availability",1909,Poultry-Total-Pounds,11.22120787
"Red meat, poultry, and fish (boneless weight): Per capita availability",1910,Poultry-Total-Pounds,11.76722034
"Red meat, poultry, and fish (boneless weight): Per capita availability",1911,Poultry-Total-Pounds,11.96014348
"Red meat, poultry, and fish (boneless weight): Per capita availability",1912,Poultry-Total-Pounds,11.45885682
"Red meat, poultry, and fish (boneless weight): Per capita availability",1913,Poultry-Total-Pounds,11.19671407
"Red meat, poultry, and fish (boneless weight): Per capita availability",1914,Poultry-Total-Pounds,11.13821331
"Red meat, poultry, and fish (boneless weight): Per capita availability",1915,Poultry-Total-Pounds,11.17269318
"Red meat, poultry, and fish (boneless weight): Per capita availability",1916,Poultry-Total-Pounds,10.5679135
"Red meat, poultry, and fish (boneless weight): Per capita availability",1917,Poultry-Total-Pounds,10.31369517
"Red meat, poultry, and fish (boneless weight): Per capita availability",1918,Poultry-Total-Pounds,10.34277762
"Red meat, poultry, and fish (boneless weight): Per capita availability",1919,Poultry-Total-Pounds,11.17017124
"Red meat, poultry, and fish (boneless weight): Per capita availability",1920,Poultry-Total-Pounds,10.76713019
"Red meat, poultry, and fish (boneless weight): Per capita availability",1921,Poultry-Total-Pounds,10.49251438
"Red meat, poultry, and fish (boneless weight): Per capita availability",1922,Poultry-Total-Pounds,11.08975386
"Red meat, poultry, and fish (boneless weight): Per capita availability",1923,Poultry-Total-Pounds,11.38350799
"Red meat, poultry, and fish (boneless weight): Per capita availability",1924,Poultry-Total-Pounds,10.72572666
"Red meat, poultry, and fish (boneless weight): Per capita availability",1925,Poultry-Total-Pounds,11.17223133
