STRUCTURE_NAME,Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,PL,Poland,2024,20.5,7,16,Fim,16,907,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,PL,Poland,2024,13.2,7,17,Inicio,16,906,16
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,PL,Poland,2024,13.2,7,17,Fim,16,905,13.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,PL,Poland,2024,14.3,7,18,Inicio,16,904,16
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,PL,Poland,2024,14.3,7,18,Fim,16,903,14.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,PT,Portugal,2024,31.8,7,1,Inicio,19.7,938,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,PT,Portugal,2024,31.8,7,1,Fim,19.7,937,31.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,PT,Portugal,2024,26,7,2,Inicio,19.7,936,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,PT,Portugal,2024,26,7,2,Fim,19.7,935,26
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,PT,Portugal,2024,35.9,7,3,Inicio,19.7,934,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,PT,Portugal,2024,35.9,7,3,Fim,19.7,933,35.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,PT,Portugal,2024,34.3,7,4,Inicio,19.7,932,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,PT,Portugal,2024,34.3,7,4,Fim,19.7,931,34.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,PT,Portugal,2024,27.6,7,5,Inicio,19.7,930,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,PT,Portugal,2024,27.6,7,5,Fim,19.7,929,27.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,PT,Portugal,2024,19.6,7,6,Inicio,19.7,928,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,PT,Portugal,2024,19.6,7,6,Fim,19.7,927,19.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,PT,Portugal,2024,15.3,7,7,Inicio,19.7,926,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,PT,Portugal,2024,15.3,7,7,Fim,19.7,925,15.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",PT,Portugal,2024,22.5,7,8,Inicio,19.7,924,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",PT,Portugal,2024,22.5,7,8,Fim,19.7,923,22.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,PT,Portugal,2024,20.4,7,9,Inicio,19.7,922,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,PT,Portugal,2024,20.4,7,9,Fim,19.7,921,20.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,PT,Portugal,2024,18.9,7,10,Inicio,19.7,920,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,PT,Portugal,2024,18.9,7,10,Fim,19.7,919,18.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,PT,Portugal,2024,37.5,7,11,Inicio,19.7,918,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,PT,Portugal,2024,37.5,7,11,Fim,19.7,917,37.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,PT,Portugal,2024,17.5,7,12,Inicio,19.7,916,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,PT,Portugal,2024,17.5,7,12,Fim,19.7,915,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,PT,Portugal,2024,16.7,7,13,Inicio,19.7,914,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,PT,Portugal,2024,16.7,7,13,Fim,19.7,913,16.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,PT,Portugal,2024,15.6,7,14,Inicio,19.7,912,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,PT,Portugal,2024,15.6,7,14,Fim,19.7,911,15.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,PT,Portugal,2024,13.3,7,15,Inicio,19.7,910,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,PT,Portugal,2024,13.3,7,15,Fim,19.7,909,13.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,PT,Portugal,2024,30.3,7,16,Inicio,19.7,908,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,PT,Portugal,2024,30.3,7,16,Fim,19.7,907,30.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,PT,Portugal,2024,13.7,7,17,Inicio,19.7,906,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,PT,Portugal,2024,13.7,7,17,Fim,19.7,905,13.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,PT,Portugal,2024,18.1,7,18,Inicio,19.7,904,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,PT,Portugal,2024,18.1,7,18,Fim,19.7,903,18.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,RO,Romania,2024,34.7,7,1,Inicio,27.9,938,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,RO,Romania,2024,34.7,7,1,Fim,27.9,937,34.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,RO,Romania,2024,26.6,7,2,Inicio,27.9,936,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,RO,Romania,2024,26.6,7,2,Fim,27.9,935,26.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,RO,Romania,2024,41.6,7,3,Inicio,27.9,934,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,RO,Romania,2024,41.6,7,3,Fim,27.9,933,41.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,RO,Romania,2024,39.1,7,4,Inicio,27.9,932,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,RO,Romania,2024,39.1,7,4,Fim,27.9,931,39.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,RO,Romania,2024,28.6,7,5,Inicio,27.9,930,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,RO,Romania,2024,28.6,7,5,Fim,27.9,929,28.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,RO,Romania,2024,21.6,7,6,Inicio,27.9,928,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,RO,Romania,2024,21.6,7,6,Fim,27.9,927,21.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,RO,Romania,2024,19.2,7,7,Inicio,27.9,926,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,RO,Romania,2024,19.2,7,7,Fim,27.9,925,19.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",RO,Romania,2024,24.1,7,8,Inicio,27.9,924,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",RO,Romania,2024,24.1,7,8,Fim,27.9,923,24.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,RO,Romania,2024,24.5,7,9,Inicio,27.9,922,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,RO,Romania,2024,24.5,7,9,Fim,27.9,921,24.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,RO,Romania,2024,30.4,7,10,Inicio,27.9,920,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,RO,Romania,2024,30.4,7,10,Fim,27.9,919,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,RO,Romania,2024,36.5,7,11,Inicio,27.9,918,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,RO,Romania,2024,36.5,7,11,Fim,27.9,917,36.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,RO,Romania,2024,20.1,7,12,Inicio,27.9,916,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,RO,Romania,2024,20.1,7,12,Fim,27.9,915,20.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,RO,Romania,2024,30.1,7,13,Inicio,27.9,914,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,RO,Romania,2024,30.1,7,13,Fim,27.9,913,30.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,RO,Romania,2024,18.8,7,14,Inicio,27.9,912,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,RO,Romania,2024,18.8,7,14,Fim,27.9,911,18.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,RO,Romania,2024,24.9,7,15,Inicio,27.9,910,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,RO,Romania,2024,24.9,7,15,Fim,27.9,909,24.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,RO,Romania,2024,50.9,7,16,Inicio,27.9,908,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,RO,Romania,2024,50.9,7,16,Fim,27.9,907,50.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,RO,Romania,2024,17.6,7,17,Inicio,27.9,906,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,RO,Romania,2024,17.6,7,17,Fim,27.9,905,17.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,RO,Romania,2024,37.2,7,18,Inicio,27.9,904,27.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,RO,Romania,2024,37.2,7,18,Fim,27.9,903,37.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,SK,Slovakia,2024,28.3,7,1,Inicio,18.3,938,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,SK,Slovakia,2024,28.3,7,1,Fim,18.3,937,28.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,SK,Slovakia,2024,26.8,7,2,Inicio,18.3,936,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,SK,Slovakia,2024,26.8,7,2,Fim,18.3,935,26.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,SK,Slovakia,2024,29.6,7,3,Inicio,18.3,934,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,SK,Slovakia,2024,29.6,7,3,Fim,18.3,933,29.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,SK,Slovakia,2024,28,7,4,Inicio,18.3,932,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,SK,Slovakia,2024,28,7,4,Fim,18.3,931,28
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,SK,Slovakia,2024,28.9,7,5,Inicio,18.3,930,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,SK,Slovakia,2024,28.9,7,5,Fim,18.3,929,28.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,SK,Slovakia,2024,13.4,7,6,Inicio,18.3,928,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,SK,Slovakia,2024,13.4,7,6,Fim,18.3,927,13.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,SK,Slovakia,2024,14.1,7,7,Inicio,18.3,926,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,SK,Slovakia,2024,14.1,7,7,Fim,18.3,925,14.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",SK,Slovakia,2024,12.9,7,8,Inicio,18.3,924,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",SK,Slovakia,2024,12.9,7,8,Fim,18.3,923,12.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,SK,Slovakia,2024,15.4,7,9,Inicio,18.3,922,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,SK,Slovakia,2024,15.4,7,9,Fim,18.3,921,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,SK,Slovakia,2024,20.4,7,10,Inicio,18.3,920,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,SK,Slovakia,2024,20.4,7,10,Fim,18.3,919,20.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,SK,Slovakia,2024,37.8,7,11,Inicio,18.3,918,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,SK,Slovakia,2024,37.8,7,11,Fim,18.3,917,37.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,SK,Slovakia,2024,14.2,7,12,Inicio,18.3,916,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,SK,Slovakia,2024,14.2,7,12,Fim,18.3,915,14.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,SK,Slovakia,2024,19.9,7,13,Inicio,18.3,914,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,SK,Slovakia,2024,19.9,7,13,Fim,18.3,913,19.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,SK,Slovakia,2024,16.2,7,14,Inicio,18.3,912,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,SK,Slovakia,2024,16.2,7,14,Fim,18.3,911,16.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,SK,Slovakia,2024,14.3,7,15,Inicio,18.3,910,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,SK,Slovakia,2024,14.3,7,15,Fim,18.3,909,14.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,SK,Slovakia,2024,32.7,7,16,Inicio,18.3,908,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,SK,Slovakia,2024,32.7,7,16,Fim,18.3,907,32.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,SK,Slovakia,2024,14.9,7,17,Inicio,18.3,906,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,SK,Slovakia,2024,14.9,7,17,Fim,18.3,905,14.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,SK,Slovakia,2024,22,7,18,Inicio,18.3,904,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,SK,Slovakia,2024,22,7,18,Fim,18.3,903,22
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,SI,Slovenia,2024,40.5,7,1,Inicio,14.4,938,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,SI,Slovenia,2024,40.5,7,1,Fim,14.4,937,40.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,SI,Slovenia,2024,33.1,7,2,Inicio,14.4,936,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,SI,Slovenia,2024,33.1,7,2,Fim,14.4,935,33.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,SI,Slovenia,2024,48.7,7,3,Inicio,14.4,934,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,SI,Slovenia,2024,48.7,7,3,Fim,14.4,933,48.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,SI,Slovenia,2024,44.2,7,4,Inicio,14.4,932,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,SI,Slovenia,2024,44.2,7,4,Fim,14.4,931,44.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,SI,Slovenia,2024,36.4,7,5,Inicio,14.4,930,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,SI,Slovenia,2024,36.4,7,5,Fim,14.4,929,36.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,SI,Slovenia,2024,14.7,7,6,Inicio,14.4,928,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,SI,Slovenia,2024,14.7,7,6,Fim,14.4,927,14.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,SI,Slovenia,2024,12.8,7,7,Inicio,14.4,926,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,SI,Slovenia,2024,12.8,7,7,Fim,14.4,925,12.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",SI,Slovenia,2024,16.1,7,8,Inicio,14.4,924,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",SI,Slovenia,2024,16.1,7,8,Fim,14.4,923,16.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,SI,Slovenia,2024,19.5,7,9,Inicio,14.4,922,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,SI,Slovenia,2024,19.5,7,9,Fim,14.4,921,19.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,SI,Slovenia,2024,9.8,7,10,Inicio,14.4,920,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,SI,Slovenia,2024,9.8,7,10,Fim,14.4,919,9.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,SI,Slovenia,2024,32.3,7,11,Inicio,14.4,918,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,SI,Slovenia,2024,32.3,7,11,Fim,14.4,917,32.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,SI,Slovenia,2024,11.8,7,12,Inicio,14.4,916,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,SI,Slovenia,2024,11.8,7,12,Fim,14.4,915,11.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,SI,Slovenia,2024,8.4,7,13,Inicio,14.4,914,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,SI,Slovenia,2024,8.4,7,13,Fim,14.4,913,8.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,SI,Slovenia,2024,8.8,7,14,Inicio,14.4,912,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,SI,Slovenia,2024,8.8,7,14,Fim,14.4,911,8.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,SI,Slovenia,2024,6.4,7,15,Inicio,14.4,910,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,SI,Slovenia,2024,6.4,7,15,Fim,14.4,909,6.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,SI,Slovenia,2024,15.4,7,16,Inicio,14.4,908,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,SI,Slovenia,2024,15.4,7,16,Fim,14.4,907,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,SI,Slovenia,2024,6.6,7,17,Inicio,14.4,906,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,SI,Slovenia,2024,6.6,7,17,Fim,14.4,905,6.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,SI,Slovenia,2024,6.2,7,18,Inicio,14.4,904,14.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,SI,Slovenia,2024,6.2,7,18,Fim,14.4,903,6.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,ES,Spain,2024,31.4,7,1,Inicio,25.8,938,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,ES,Spain,2024,31.4,7,1,Fim,25.8,937,31.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,ES,Spain,2024,32,7,2,Inicio,25.8,936,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,ES,Spain,2024,32,7,2,Fim,25.8,935,32
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,ES,Spain,2024,30.6,7,3,Inicio,25.8,934,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,ES,Spain,2024,30.6,7,3,Fim,25.8,933,30.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,ES,Spain,2024,34.5,7,4,Inicio,25.8,932,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,ES,Spain,2024,34.5,7,4,Fim,25.8,931,34.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,ES,Spain,2024,27.8,7,5,Inicio,25.8,930,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,ES,Spain,2024,27.8,7,5,Fim,25.8,929,27.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,ES,Spain,2024,19.4,7,6,Inicio,25.8,928,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,ES,Spain,2024,19.4,7,6,Fim,25.8,927,19.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,ES,Spain,2024,19.7,7,7,Inicio,25.8,926,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,ES,Spain,2024,19.7,7,7,Fim,25.8,925,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",ES,Spain,2024,19.2,7,8,Inicio,25.8,924,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",ES,Spain,2024,19.2,7,8,Fim,25.8,923,19.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,ES,Spain,2024,21.3,7,9,Inicio,25.8,922,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,ES,Spain,2024,21.3,7,9,Fim,25.8,921,21.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,ES,Spain,2024,30.2,7,10,Inicio,25.8,920,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,ES,Spain,2024,30.2,7,10,Fim,25.8,919,30.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,ES,Spain,2024,50.3,7,11,Inicio,25.8,918,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,ES,Spain,2024,50.3,7,11,Fim,25.8,917,50.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,ES,Spain,2024,18.3,7,12,Inicio,25.8,916,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,ES,Spain,2024,18.3,7,12,Fim,25.8,915,18.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,ES,Spain,2024,28.8,7,13,Inicio,25.8,914,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,ES,Spain,2024,28.8,7,13,Fim,25.8,913,28.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,ES,Spain,2024,21.3,7,14,Inicio,25.8,912,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,ES,Spain,2024,21.3,7,14,Fim,25.8,911,21.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,ES,Spain,2024,24,7,15,Inicio,25.8,910,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,ES,Spain,2024,24,7,15,Fim,25.8,909,24
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,ES,Spain,2024,49.1,7,16,Inicio,25.8,908,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,ES,Spain,2024,49.1,7,16,Fim,25.8,907,49.1
