Variavel,Categoria,Geo,Geo_Desc,Ano,Valor,Var_Num,Cat_Num,DescLocal,YCoord
Composição agregado,Agregados c/ crianças,EL,Greece,2024,28.1,7,10,Fim,876
Composição agregado,Agregados c/ crianças,ES,Spain,2024,30.2,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,ES,Spain,2024,30.2,7,10,Fim,876
Composição agregado,Agregados c/ crianças,FI,Finland,2024,14.3,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,FI,Finland,2024,14.3,7,10,Fim,876
Composição agregado,Agregados c/ crianças,FR,France,2024,23.3,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,FR,France,2024,23.3,7,10,Fim,876
Composição agregado,Agregados c/ crianças,HR,Croatia,2024,16.6,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,HR,Croatia,2024,16.6,7,10,Fim,876
Composição agregado,Agregados c/ crianças,HU,Hungary,2024,18.3,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,HU,Hungary,2024,18.3,7,10,Fim,876
Composição agregado,Agregados c/ crianças,IE,Ireland,2024,17.8,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,IE,Ireland,2024,17.8,7,10,Fim,876
Composição agregado,Agregados c/ crianças,IT,Italy,2024,25.2,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,IT,Italy,2024,25.2,7,10,Fim,876
Composição agregado,Agregados c/ crianças,LT,Lithuania,2024,20.9,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,LT,Lithuania,2024,20.9,7,10,Fim,876
Composição agregado,Agregados c/ crianças,LU,Luxembourg,2024,25.2,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,LU,Luxembourg,2024,25.2,7,10,Fim,876
Composição agregado,Agregados c/ crianças,LV,Latvia,2024,17.2,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,LV,Latvia,2024,17.2,7,10,Fim,876
Composição agregado,Agregados c/ crianças,MT,Malta,2024,20.1,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,MT,Malta,2024,20.1,7,10,Fim,876
Composição agregado,Agregados c/ crianças,NL,Netherlands,2024,13,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,NL,Netherlands,2024,13,7,10,Fim,876
Composição agregado,Agregados c/ crianças,NO,Norway,2024,13.7,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,NO,Norway,2024,13.7,7,10,Fim,876
Composição agregado,Agregados c/ crianças,PL,Poland,2024,15,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,PL,Poland,2024,15,7,10,Fim,876
Composição agregado,Agregados c/ crianças,PT,Portugal,2024,18.9,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,PT,Portugal,2024,18.9,7,10,Fim,876
Composição agregado,Agregados c/ crianças,RO,Romania,2024,30.4,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,RO,Romania,2024,30.4,7,10,Fim,876
Composição agregado,Agregados c/ crianças,RS,Serbia,2024,21.4,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,RS,Serbia,2024,21.4,7,10,Fim,876
Composição agregado,Agregados c/ crianças,SE,Sweden,2024,17.7,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,SE,Sweden,2024,17.7,7,10,Fim,876
Composição agregado,Agregados c/ crianças,SI,Slovenia,2024,9.8,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,SI,Slovenia,2024,9.8,7,10,Fim,876
Composição agregado,Agregados c/ crianças,SK,Slovakia,2024,20.4,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,SK,Slovakia,2024,20.4,7,10,Fim,876
Composição agregado,Agregados c/ crianças,TR,Türkiye,2024,33.8,7,10,Inicio,874
Composição agregado,Agregados c/ crianças,TR,Türkiye,2024,33.8,7,10,Fim,876
Composição agregado,1 mulher solteira,AT,Austria,2024,31.4,7,5,Inicio,889
Composição agregado,1 mulher solteira,AT,Austria,2024,31.4,7,5,Fim,891
Composição agregado,1 mulher solteira,BE,Belgium,2024,25.8,7,5,Inicio,889
Composição agregado,1 mulher solteira,BE,Belgium,2024,25.8,7,5,Fim,891
Composição agregado,1 mulher solteira,BG,Bulgaria,2024,46.4,7,5,Inicio,889
Composição agregado,1 mulher solteira,BG,Bulgaria,2024,46.4,7,5,Fim,891
Composição agregado,1 mulher solteira,CY,Cyprus,2024,38.8,7,5,Inicio,889
Composição agregado,1 mulher solteira,CY,Cyprus,2024,38.8,7,5,Fim,891
Composição agregado,1 mulher solteira,CZ,Czechia,2024,22.6,7,5,Inicio,889
Composição agregado,1 mulher solteira,CZ,Czechia,2024,22.6,7,5,Fim,891
Composição agregado,1 mulher solteira,DE,Germany,2024,35.5,7,5,Inicio,889
Composição agregado,1 mulher solteira,DE,Germany,2024,35.5,7,5,Fim,891
Composição agregado,1 mulher solteira,DK,Denmark,2024,33.1,7,5,Inicio,889
Composição agregado,1 mulher solteira,DK,Denmark,2024,33.1,7,5,Fim,891
Composição agregado,1 mulher solteira,EE,Estonia,2024,55.7,7,5,Inicio,889
Composição agregado,1 mulher solteira,EE,Estonia,2024,55.7,7,5,Fim,891
Composição agregado,1 mulher solteira,EL,Greece,2024,39.8,7,5,Inicio,889
Composição agregado,1 mulher solteira,EL,Greece,2024,39.8,7,5,Fim,891
Composição agregado,1 mulher solteira,ES,Spain,2024,34.5,7,5,Inicio,889
Composição agregado,1 mulher solteira,ES,Spain,2024,34.5,7,5,Fim,891
Composição agregado,1 mulher solteira,FI,Finland,2024,32,7,5,Inicio,889
Composição agregado,1 mulher solteira,FI,Finland,2024,32,7,5,Fim,891
Composição agregado,1 mulher solteira,FR,France,2024,27.5,7,5,Inicio,889
Composição agregado,1 mulher solteira,FR,France,2024,27.5,7,5,Fim,891
Composição agregado,1 mulher solteira,HR,Croatia,2024,58.3,7,5,Inicio,889
Composição agregado,1 mulher solteira,HR,Croatia,2024,58.3,7,5,Fim,891
Composição agregado,1 mulher solteira,HU,Hungary,2024,33.8,7,5,Inicio,889
Composição agregado,1 mulher solteira,HU,Hungary,2024,33.8,7,5,Fim,891
Composição agregado,1 mulher solteira,IE,Ireland,2024,43.3,7,5,Inicio,889
Composição agregado,1 mulher solteira,IE,Ireland,2024,43.3,7,5,Fim,891
Composição agregado,1 mulher solteira,IT,Italy,2024,32.4,7,5,Inicio,889
Composição agregado,1 mulher solteira,IT,Italy,2024,32.4,7,5,Fim,891
Composição agregado,1 mulher solteira,LT,Lithuania,2024,46.1,7,5,Inicio,889
Composição agregado,1 mulher solteira,LT,Lithuania,2024,46.1,7,5,Fim,891
Composição agregado,1 mulher solteira,LU,Luxembourg,2024,22.4,7,5,Inicio,889
Composição agregado,1 mulher solteira,LU,Luxembourg,2024,22.4,7,5,Fim,891
Composição agregado,1 mulher solteira,LV,Latvia,2024,55.1,7,5,Inicio,889
Composição agregado,1 mulher solteira,LV,Latvia,2024,55.1,7,5,Fim,891
Composição agregado,1 mulher solteira,MT,Malta,2024,45.5,7,5,Inicio,889
Composição agregado,1 mulher solteira,MT,Malta,2024,45.5,7,5,Fim,891
Composição agregado,1 mulher solteira,NL,Netherlands,2024,26.1,7,5,Inicio,889
Composição agregado,1 mulher solteira,NL,Netherlands,2024,26.1,7,5,Fim,891
Composição agregado,1 mulher solteira,NO,Norway,2024,30.7,7,5,Inicio,889
Composição agregado,1 mulher solteira,NO,Norway,2024,30.7,7,5,Fim,891
Composição agregado,1 mulher solteira,PL,Poland,2024,34.4,7,5,Inicio,889
Composição agregado,1 mulher solteira,PL,Poland,2024,34.4,7,5,Fim,891
Composição agregado,1 mulher solteira,PT,Portugal,2024,34.3,7,5,Inicio,889
Composição agregado,1 mulher solteira,PT,Portugal,2024,34.3,7,5,Fim,891
Composição agregado,1 mulher solteira,RO,Romania,2024,39.1,7,5,Inicio,889
Composição agregado,1 mulher solteira,RO,Romania,2024,39.1,7,5,Fim,891
Composição agregado,1 mulher solteira,RS,Serbia,2024,41.9,7,5,Inicio,889
Composição agregado,1 mulher solteira,RS,Serbia,2024,41.9,7,5,Fim,891
Composição agregado,1 mulher solteira,SE,Sweden,2024,26.3,7,5,Inicio,889
Composição agregado,1 mulher solteira,SE,Sweden,2024,26.3,7,5,Fim,891
Composição agregado,1 mulher solteira,SI,Slovenia,2024,44.2,7,5,Inicio,889
Composição agregado,1 mulher solteira,SI,Slovenia,2024,44.2,7,5,Fim,891
Composição agregado,1 mulher solteira,SK,Slovakia,2024,28,7,5,Inicio,889
Composição agregado,1 mulher solteira,SK,Slovakia,2024,28,7,5,Fim,891
Composição agregado,1 mulher solteira,TR,Türkiye,2024,37.3,7,5,Inicio,889
Composição agregado,1 mulher solteira,TR,Türkiye,2024,37.3,7,5,Fim,891
Composição agregado,1 homem solteiro,AT,Austria,2024,28.2,7,4,Inicio,892
Composição agregado,1 homem solteiro,AT,Austria,2024,28.2,7,4,Fim,894
Composição agregado,1 homem solteiro,BE,Belgium,2024,28.7,7,4,Inicio,892
Composição agregado,1 homem solteiro,BE,Belgium,2024,28.7,7,4,Fim,894
Composição agregado,1 homem solteiro,BG,Bulgaria,2024,40.3,7,4,Inicio,892
Composição agregado,1 homem solteiro,BG,Bulgaria,2024,40.3,7,4,Fim,894
Composição agregado,1 homem solteiro,CY,Cyprus,2024,25.6,7,4,Inicio,892
Composição agregado,1 homem solteiro,CY,Cyprus,2024,25.6,7,4,Fim,894
Composição agregado,1 homem solteiro,CZ,Czechia,2024,15,7,4,Inicio,892
Composição agregado,1 homem solteiro,CZ,Czechia,2024,15,7,4,Fim,894
Composição agregado,1 homem solteiro,DE,Germany,2024,34.8,7,4,Inicio,892
Composição agregado,1 homem solteiro,DE,Germany,2024,34.8,7,4,Fim,894
Composição agregado,1 homem solteiro,DK,Denmark,2024,36.2,7,4,Inicio,892
Composição agregado,1 homem solteiro,DK,Denmark,2024,36.2,7,4,Fim,894
Composição agregado,1 homem solteiro,EE,Estonia,2024,42.8,7,4,Inicio,892
Composição agregado,1 homem solteiro,EE,Estonia,2024,42.8,7,4,Fim,894
Composição agregado,1 homem solteiro,EL,Greece,2024,32.3,7,4,Inicio,892
Composição agregado,1 homem solteiro,EL,Greece,2024,32.3,7,4,Fim,894
Composição agregado,1 homem solteiro,ES,Spain,2024,27.8,7,4,Inicio,892
Composição agregado,1 homem solteiro,ES,Spain,2024,27.8,7,4,Fim,894
Composição agregado,1 homem solteiro,FI,Finland,2024,33.6,7,4,Inicio,892
Composição agregado,1 homem solteiro,FI,Finland,2024,33.6,7,4,Fim,894
Composição agregado,1 homem solteiro,FR,France,2024,26.9,7,4,Inicio,892
Composição agregado,1 homem solteiro,FR,France,2024,26.9,7,4,Fim,894
Composição agregado,1 homem solteiro,HR,Croatia,2024,44,7,4,Inicio,892
Composição agregado,1 homem solteiro,HR,Croatia,2024,44,7,4,Fim,894
Composição agregado,1 homem solteiro,HU,Hungary,2024,27.9,7,4,Inicio,892
Composição agregado,1 homem solteiro,HU,Hungary,2024,27.9,7,4,Fim,894
Composição agregado,1 homem solteiro,IE,Ireland,2024,40.9,7,4,Inicio,892
Composição agregado,1 homem solteiro,IE,Ireland,2024,40.9,7,4,Fim,894
Composição agregado,1 homem solteiro,IT,Italy,2024,25.8,7,4,Inicio,892
Composição agregado,1 homem solteiro,IT,Italy,2024,25.8,7,4,Fim,894
Composição agregado,1 homem solteiro,LT,Lithuania,2024,38.6,7,4,Inicio,892
Composição agregado,1 homem solteiro,LT,Lithuania,2024,38.6,7,4,Fim,894
Composição agregado,1 homem solteiro,LU,Luxembourg,2024,17.9,7,4,Inicio,892
Composição agregado,1 homem solteiro,LU,Luxembourg,2024,17.9,7,4,Fim,894
Composição agregado,1 homem solteiro,LV,Latvia,2024,38.9,7,4,Inicio,892
Composição agregado,1 homem solteiro,LV,Latvia,2024,38.9,7,4,Fim,894
Composição agregado,1 homem solteiro,MT,Malta,2024,30.7,7,4,Inicio,892
Composição agregado,1 homem solteiro,MT,Malta,2024,30.7,7,4,Fim,894
Composição agregado,1 homem solteiro,NL,Netherlands,2024,33.3,7,4,Inicio,892
Composição agregado,1 homem solteiro,NL,Netherlands,2024,33.3,7,4,Fim,894
Composição agregado,1 homem solteiro,NO,Norway,2024,30.2,7,4,Inicio,892
Composição agregado,1 homem solteiro,NO,Norway,2024,30.2,7,4,Fim,894
Composição agregado,1 homem solteiro,PL,Poland,2024,27.2,7,4,Inicio,892
Composição agregado,1 homem solteiro,PL,Poland,2024,27.2,7,4,Fim,894
Composição agregado,1 homem solteiro,PT,Portugal,2024,27.6,7,4,Inicio,892
Composição agregado,1 homem solteiro,PT,Portugal,2024,27.6,7,4,Fim,894
Composição agregado,1 homem solteiro,RO,Romania,2024,28.6,7,4,Inicio,892
Composição agregado,1 homem solteiro,RO,Romania,2024,28.6,7,4,Fim,894
Composição agregado,1 homem solteiro,RS,Serbia,2024,41.6,7,4,Inicio,892
Composição agregado,1 homem solteiro,RS,Serbia,2024,41.6,7,4,Fim,894
Composição agregado,1 homem solteiro,SE,Sweden,2024,29,7,4,Inicio,892
Composição agregado,1 homem solteiro,SE,Sweden,2024,29,7,4,Fim,894
Composição agregado,1 homem solteiro,SI,Slovenia,2024,36.4,7,4,Inicio,892
Composição agregado,1 homem solteiro,SI,Slovenia,2024,36.4,7,4,Fim,894
Composição agregado,1 homem solteiro,SK,Slovakia,2024,28.9,7,4,Inicio,892
Composição agregado,1 homem solteiro,SK,Slovakia,2024,28.9,7,4,Fim,894
Composição agregado,1 homem solteiro,TR,Türkiye,2024,17.1,7,4,Inicio,892
Composição agregado,1 homem solteiro,TR,Türkiye,2024,17.1,7,4,Fim,894
Composição agregado,Agregados s/ crianças,AT,Austria,2024,16.2,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,AT,Austria,2024,16.2,7,17,Fim,855
Composição agregado,Agregados s/ crianças,BE,Belgium,2024,18.2,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,BE,Belgium,2024,18.2,7,17,Fim,855
Composição agregado,Agregados s/ crianças,BG,Bulgaria,2024,29.8,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,BG,Bulgaria,2024,29.8,7,17,Fim,855
Composição agregado,Agregados s/ crianças,CY,Cyprus,2024,21.6,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,CY,Cyprus,2024,21.6,7,17,Fim,855
Composição agregado,Agregados s/ crianças,CZ,Czechia,2024,9.1,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,CZ,Czechia,2024,9.1,7,17,Fim,855
Composição agregado,Agregados s/ crianças,DE,Germany,2024,21.7,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,DE,Germany,2024,21.7,7,17,Fim,855
Composição agregado,Agregados s/ crianças,DK,Denmark,2024,21.4,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,DK,Denmark,2024,21.4,7,17,Fim,855
Composição agregado,Agregados s/ crianças,EE,Estonia,2024,29.9,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,EE,Estonia,2024,29.9,7,17,Fim,855
Composição agregado,Agregados s/ crianças,EL,Greece,2024,25.8,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,EL,Greece,2024,25.8,7,17,Fim,855
Composição agregado,Agregados s/ crianças,ES,Spain,2024,21.3,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,ES,Spain,2024,21.3,7,17,Fim,855
Composição agregado,Agregados s/ crianças,FI,Finland,2024,18.5,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,FI,Finland,2024,18.5,7,17,Fim,855
Composição agregado,Agregados s/ crianças,FR,France,2024,17.7,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,FR,France,2024,17.7,7,17,Fim,855
Composição agregado,Agregados s/ crianças,HR,Croatia,2024,26.9,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,HR,Croatia,2024,26.9,7,17,Fim,855
Composição agregado,Agregados s/ crianças,HU,Hungary,2024,21.9,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,HU,Hungary,2024,21.9,7,17,Fim,855
Composição agregado,Agregados s/ crianças,IE,Ireland,2024,16.2,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,IE,Ireland,2024,16.2,7,17,Fim,855
Composição agregado,Agregados s/ crianças,IT,Italy,2024,21.2,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,IT,Italy,2024,21.2,7,17,Fim,855
Composição agregado,Agregados s/ crianças,LT,Lithuania,2024,29.8,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,LT,Lithuania,2024,29.8,7,17,Fim,855
Composição agregado,Agregados s/ crianças,LU,Luxembourg,2024,13.8,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,LU,Luxembourg,2024,13.8,7,17,Fim,855
Composição agregado,Agregados s/ crianças,LV,Latvia,2024,32.3,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,LV,Latvia,2024,32.3,7,17,Fim,855
Composição agregado,Agregados s/ crianças,MT,Malta,2024,19.4,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,MT,Malta,2024,19.4,7,17,Fim,855
Composição agregado,Agregados s/ crianças,NL,Netherlands,2024,17.4,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,NL,Netherlands,2024,17.4,7,17,Fim,855
Composição agregado,Agregados s/ crianças,NO,Norway,2024,17.1,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,NO,Norway,2024,17.1,7,17,Fim,855
Composição agregado,Agregados s/ crianças,PL,Poland,2024,16,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,PL,Poland,2024,16,7,17,Fim,855
Composição agregado,Agregados s/ crianças,PT,Portugal,2024,20.4,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,PT,Portugal,2024,20.4,7,17,Fim,855
Composição agregado,Agregados s/ crianças,RO,Romania,2024,24.5,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,RO,Romania,2024,24.5,7,17,Fim,855
Composição agregado,Agregados s/ crianças,RS,Serbia,2024,27.6,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,RS,Serbia,2024,27.6,7,17,Fim,855
Composição agregado,Agregados s/ crianças,SE,Sweden,2024,17.1,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,SE,Sweden,2024,17.1,7,17,Fim,855
Composição agregado,Agregados s/ crianças,SI,Slovenia,2024,19.5,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,SI,Slovenia,2024,19.5,7,17,Fim,855
Composição agregado,Agregados s/ crianças,SK,Slovakia,2024,15.4,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,SK,Slovakia,2024,15.4,7,17,Fim,855
Composição agregado,Agregados s/ crianças,TR,Türkiye,2024,23.2,7,17,Inicio,853
Composição agregado,Agregados s/ crianças,TR,Türkiye,2024,23.2,7,17,Fim,855
Escolaridade,Primária,AT,Austria,2024,31.7,4,1,Inicio,958
Escolaridade,Primária,AT,Austria,2024,31.7,4,1,Fim,960
Escolaridade,Primária,BE,Belgium,2024,35.1,4,1,Inicio,958
Escolaridade,Primária,BE,Belgium,2024,35.1,4,1,Fim,960
Escolaridade,Primária,BG,Bulgaria,2024,61.4,4,1,Inicio,958
Escolaridade,Primária,BG,Bulgaria,2024,61.4,4,1,Fim,960
Escolaridade,Primária,CY,Cyprus,2024,39.4,4,1,Inicio,958
Escolaridade,Primária,CY,Cyprus,2024,39.4,4,1,Fim,960
Escolaridade,Primária,CZ,Czechia,2024,28.4,4,1,Inicio,958
Escolaridade,Primária,CZ,Czechia,2024,28.4,4,1,Fim,960
Escolaridade,Primária,DE,Germany,2024,36.4,4,1,Inicio,958
Escolaridade,Primária,DE,Germany,2024,36.4,4,1,Fim,960
Escolaridade,Primária,DK,Denmark,2024,26.3,4,1,Inicio,958
Escolaridade,Primária,DK,Denmark,2024,26.3,4,1,Fim,960
Escolaridade,Primária,EE,Estonia,2024,39,4,1,Inicio,958
Escolaridade,Primária,EE,Estonia,2024,39,4,1,Fim,960
Escolaridade,Primária,EL,Greece,2024,39.3,4,1,Inicio,958
Escolaridade,Primária,EL,Greece,2024,39.3,4,1,Fim,960
Escolaridade,Primária,ES,Spain,2024,32.8,4,1,Inicio,958
Escolaridade,Primária,ES,Spain,2024,32.8,4,1,Fim,960
Escolaridade,Primária,FI,Finland,2024,23.3,4,1,Inicio,958
Escolaridade,Primária,FI,Finland,2024,23.3,4,1,Fim,960
Escolaridade,Primária,FR,France,2024,31.6,4,1,Inicio,958
Escolaridade,Primária,FR,France,2024,31.6,4,1,Fim,960
Escolaridade,Primária,HR,Croatia,2024,49.1,4,1,Inicio,958
Escolaridade,Primária,HR,Croatia,2024,49.1,4,1,Fim,960
Escolaridade,Primária,HU,Hungary,2024,46.5,4,1,Inicio,958
Escolaridade,Primária,HU,Hungary,2024,46.5,4,1,Fim,960
Escolaridade,Primária,IE,Ireland,2024,33.2,4,1,Inicio,958
Escolaridade,Primária,IE,Ireland,2024,33.2,4,1,Fim,960
Escolaridade,Primária,IT,Italy,2024,32,4,1,Inicio,958
Escolaridade,Primária,IT,Italy,2024,32,4,1,Fim,960
Escolaridade,Primária,LT,Lithuania,2024,47.7,4,1,Inicio,958
Escolaridade,Primária,LT,Lithuania,2024,47.7,4,1,Fim,960
Escolaridade,Primária,LU,Luxembourg,2024,33.7,4,1,Inicio,958
Escolaridade,Primária,LU,Luxembourg,2024,33.7,4,1,Fim,960
Escolaridade,Primária,LV,Latvia,2024,44.1,4,1,Inicio,958
Escolaridade,Primária,LV,Latvia,2024,44.1,4,1,Fim,960
Escolaridade,Primária,MT,Malta,2024,29.1,4,1,Inicio,958
Escolaridade,Primária,MT,Malta,2024,29.1,4,1,Fim,960
Escolaridade,Primária,NL,Netherlands,2024,23.9,4,1,Inicio,958
Escolaridade,Primária,NL,Netherlands,2024,23.9,4,1,Fim,960
Escolaridade,Primária,NO,Norway,2024,25.9,4,1,Inicio,958
Escolaridade,Primária,NO,Norway,2024,25.9,4,1,Fim,960
Escolaridade,Primária,PL,Poland,2024,31.8,4,1,Inicio,958
Escolaridade,Primária,PL,Poland,2024,31.8,4,1,Fim,960
Escolaridade,Primária,PT,Portugal,2024,27.5,4,1,Inicio,958
Escolaridade,Primária,PT,Portugal,2024,27.5,4,1,Fim,960
Escolaridade,Primária,RO,Romania,2024,54.7,4,1,Inicio,958
Escolaridade,Primária,RO,Romania,2024,54.7,4,1,Fim,960
Escolaridade,Primária,RS,Serbia,2024,49.9,4,1,Inicio,958
Escolaridade,Primária,RS,Serbia,2024,49.9,4,1,Fim,960
Escolaridade,Primária,SE,Sweden,2024,26.7,4,1,Inicio,958
Escolaridade,Primária,SE,Sweden,2024,26.7,4,1,Fim,960
Escolaridade,Primária,SI,Slovenia,2024,34.7,4,1,Inicio,958
Escolaridade,Primária,SI,Slovenia,2024,34.7,4,1,Fim,960
Escolaridade,Primária,SK,Slovakia,2024,41.1,4,1,Inicio,958
Escolaridade,Primária,SK,Slovakia,2024,41.1,4,1,Fim,960
Escolaridade,Primária,TR,Türkiye,2024,36.6,4,1,Inicio,958
Escolaridade,Primária,TR,Türkiye,2024,36.6,4,1,Fim,960
Escolaridade,Secundária,AT,Austria,2024,14,4,2,Inicio,955
Escolaridade,Secundária,AT,Austria,2024,14,4,2,Fim,957
Escolaridade,Secundária,BE,Belgium,2024,18.5,4,2,Inicio,955
Escolaridade,Secundária,BE,Belgium,2024,18.5,4,2,Fim,957
Escolaridade,Secundária,BG,Bulgaria,2024,26.4,4,2,Inicio,955
Escolaridade,Secundária,BG,Bulgaria,2024,26.4,4,2,Fim,957
Escolaridade,Secundária,CY,Cyprus,2024,17.4,4,2,Inicio,955
Escolaridade,Secundária,CY,Cyprus,2024,17.4,4,2,Fim,957
Escolaridade,Secundária,CZ,Czechia,2024,9.7,4,2,Inicio,955
Escolaridade,Secundária,CZ,Czechia,2024,9.7,4,2,Fim,957
Escolaridade,Secundária,DE,Germany,2024,19.7,4,2,Inicio,955
Escolaridade,Secundária,DE,Germany,2024,19.7,4,2,Fim,957
Escolaridade,Secundária,DK,Denmark,2024,20.4,4,2,Inicio,955
Escolaridade,Secundária,DK,Denmark,2024,20.4,4,2,Fim,957
Escolaridade,Secundária,EE,Estonia,2024,27.3,4,2,Inicio,955
Escolaridade,Secundária,EE,Estonia,2024,27.3,4,2,Fim,957
Escolaridade,Secundária,EL,Greece,2024,27,4,2,Inicio,955
Escolaridade,Secundária,EL,Greece,2024,27,4,2,Fim,957
Escolaridade,Secundária,ES,Spain,2024,25.2,4,2,Inicio,955
Escolaridade,Secundária,ES,Spain,2024,25.2,4,2,Fim,957
Escolaridade,Secundária,FI,Finland,2024,20.1,4,2,Inicio,955
Escolaridade,Secundária,FI,Finland,2024,20.1,4,2,Fim,957
Escolaridade,Secundária,FR,France,2024,19.6,4,2,Inicio,955
Escolaridade,Secundária,FR,France,2024,19.6,4,2,Fim,957
Escolaridade,Secundária,HR,Croatia,2024,20.5,4,2,Inicio,955
Escolaridade,Secundária,HR,Croatia,2024,20.5,4,2,Fim,957
Escolaridade,Secundária,HU,Hungary,2024,18.5,4,2,Inicio,955
Escolaridade,Secundária,HU,Hungary,2024,18.5,4,2,Fim,957
Escolaridade,Secundária,IE,Ireland,2024,16.5,4,2,Inicio,955
Escolaridade,Secundária,IE,Ireland,2024,16.5,4,2,Fim,957
Escolaridade,Secundária,IT,Italy,2024,18.5,4,2,Inicio,955
Escolaridade,Secundária,IT,Italy,2024,18.5,4,2,Fim,957
Escolaridade,Secundária,LT,Lithuania,2024,33.2,4,2,Inicio,955
Escolaridade,Secundária,LT,Lithuania,2024,33.2,4,2,Fim,957
Escolaridade,Secundária,LU,Luxembourg,2024,23,4,2,Inicio,955
Escolaridade,Secundária,LU,Luxembourg,2024,23,4,2,Fim,957
Escolaridade,Secundária,LV,Latvia,2024,30.9,4,2,Inicio,955
Escolaridade,Secundária,LV,Latvia,2024,30.9,4,2,Fim,957
Escolaridade,Secundária,MT,Malta,2024,14.3,4,2,Inicio,955
Escolaridade,Secundária,MT,Malta,2024,14.3,4,2,Fim,957
Escolaridade,Secundária,NL,Netherlands,2024,14.8,4,2,Inicio,955
Escolaridade,Secundária,NL,Netherlands,2024,14.8,4,2,Fim,957
Escolaridade,Secundária,NO,Norway,2024,13.2,4,2,Inicio,955
Escolaridade,Secundária,NO,Norway,2024,13.2,4,2,Fim,957
Escolaridade,Secundária,PL,Poland,2024,18.1,4,2,Inicio,955
Escolaridade,Secundária,PL,Poland,2024,18.1,4,2,Fim,957
Escolaridade,Secundária,PT,Portugal,2024,15.1,4,2,Inicio,955
Escolaridade,Secundária,PT,Portugal,2024,15.1,4,2,Fim,957
Escolaridade,Secundária,RO,Romania,2024,21.3,4,2,Inicio,955
Escolaridade,Secundária,RO,Romania,2024,21.3,4,2,Fim,957
Escolaridade,Secundária,RS,Serbia,2024,21.7,4,2,Inicio,955
Escolaridade,Secundária,RS,Serbia,2024,21.7,4,2,Fim,957
Escolaridade,Secundária,SE,Sweden,2024,14.1,4,2,Inicio,955
Escolaridade,Secundária,SE,Sweden,2024,14.1,4,2,Fim,957
Escolaridade,Secundária,SI,Slovenia,2024,15.2,4,2,Inicio,955
Escolaridade,Secundária,SI,Slovenia,2024,15.2,4,2,Fim,957
Escolaridade,Secundária,SK,Slovakia,2024,15.8,4,2,Inicio,955
Escolaridade,Secundária,SK,Slovakia,2024,15.8,4,2,Fim,957
Escolaridade,Secundária,TR,Türkiye,2024,21.3,4,2,Inicio,955
Escolaridade,Secundária,TR,Türkiye,2024,21.3,4,2,Fim,957
Escolaridade,Terciária,AT,Austria,2024,11.9,4,3,Inicio,952
Escolaridade,Terciária,AT,Austria,2024,11.9,4,3,Fim,954
Escolaridade,Terciária,BE,Belgium,2024,9,4,3,Inicio,952
